case_id,category,critical_value_type,polarity_class,expected_class,expected_behavior,outcome,correct,pass,forced_abstain,reason_class,failure_codes,arm,details_json
M02,COMPARISON,NUMBER,COMPARISON_VALUE,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""100 and 120 are different limits."", ""start"": 0, ""unit"": null, ""value"": ""100""}, {""end"": 11, ""kind"": ""NUMBER"", ""local_context"": ""100 and 120 are different limits."", ""start"": 8, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.038, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.122, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""100 and 120 are different limits."", ""start"": 0, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""100 and 120 are different limits."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 11, ""kind"": ""NUMBER"", ""local_context"": ""100 and 120 are different limits."", ""start"": 8, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""100 and 120 are different limits."", ""per_support"": [{""matching_local_context"": [""The documented limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M03,COMPARISON,DURATION,COMPARISON_VALUE,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 25, ""kind"": ""DURATION"", ""local_context"": ""The comparison is 30 days versus 90 days."", ""start"": 18, ""unit"": ""day"", ""value"": ""30""}, {""end"": 40, ""kind"": ""DURATION"", ""local_context"": ""The comparison is 30 days versus 90 days."", ""start"": 33, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.034, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.114, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 25, ""kind"": ""DURATION"", ""local_context"": ""The comparison is 30 days versus 90 days."", ""start"": 18, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The comparison is 30 days versus 90 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 40, ""kind"": ""DURATION"", ""local_context"": ""The comparison is 30 days versus 90 days."", ""start"": 33, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The comparison is 30 days versus 90 days."", ""per_support"": [{""matching_local_context"": [""The documented validity is 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M04,COMPARISON,DURATION,COMPARISON_VALUE,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 7, ""kind"": ""DURATION"", ""local_context"": ""30 days is less than 90 days."", ""start"": 0, ""unit"": ""day"", ""value"": ""30""}, {""end"": 28, ""kind"": ""DURATION"", ""local_context"": ""30 days is less than 90 days."", ""start"": 21, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.031, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.103, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 7, ""kind"": ""DURATION"", ""local_context"": ""30 days is less than 90 days."", ""start"": 0, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""30 days is less than 90 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 28, ""kind"": ""DURATION"", ""local_context"": ""30 days is less than 90 days."", ""start"": 21, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""30 days is less than 90 days."", ""per_support"": [{""matching_local_context"": [""The documented validity is 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M05,COMPARISON,NUMBER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute, not 100."", ""start"": 13, ""unit"": null, ""value"": ""120""}, {""end"": 45, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute, not 100."", ""start"": 42, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.04, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.13, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute, not 100."", ""start"": 13, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The value is 120 requests per minute, not 100."", ""per_support"": [{""matching_local_context"": [""The value is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 45, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute, not 100."", ""start"": 42, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The value is 120 requests per minute, not 100."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The value is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M06,COMPARISON,NUMBER,COMPARISON_VALUE,TRUE_CONFLICT,CONSERVATIVE_REJECT_OR_INDETERMINATE,REJECT,True,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The limit might be 100 or 120 requests per minute."", ""start"": 19, ""unit"": null, ""value"": ""100""}, {""end"": 29, ""kind"": ""NUMBER"", ""local_context"": ""The limit might be 100 or 120 requests per minute."", ""start"": 26, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.041, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.133, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 22, ""kind"": ""NUMBER"", ""local_context"": ""The limit might be 100 or 120 requests per minute."", ""start"": 19, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The limit might be 100 or 120 requests per minute."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 29, ""kind"": ""NUMBER"", ""local_context"": ""The limit might be 100 or 120 requests per minute."", ""start"": 26, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The limit might be 100 or 120 requests per minute."", ""per_support"": [{""matching_local_context"": [""The documented limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M07,COMPARISON,NUMBER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 instead of 100."", ""start"": 24, ""unit"": null, ""value"": ""120""}, {""end"": 42, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 instead of 100."", ""start"": 39, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.033, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.116, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 instead of 100."", ""start"": 24, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The documented limit is 120 instead of 100."", ""per_support"": [{""matching_local_context"": [""The documented limit is 120.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 42, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 instead of 100."", ""start"": 39, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The documented limit is 120 instead of 100."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
M08,COMPARISON,NUMBER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 7, ""kind"": ""NUMBER"", ""local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""start"": 4, ""unit"": null, ""value"": ""100""}, {""end"": 50, ""kind"": ""NUMBER"", ""local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""start"": 47, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.041, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.151, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 7, ""kind"": ""NUMBER"", ""local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""start"": 4, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 50, ""kind"": ""NUMBER"", ""local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""start"": 47, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The 100 in the question is wrong; the limit is 120 requests per minute."", ""per_support"": [{""matching_local_context"": [""The limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
Q01,QUOTED_REPORTED,DURATION,QUOTED_VALUE,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 21, ""kind"": ""DURATION"", ""local_context"": ""The docs say '30 days'."", ""start"": 14, ""unit"": ""day"", ""value"": ""30""}], ""baseline_duration_ms"": 0.018, ""critical_value_count"": 1, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.053, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 21, ""kind"": ""DURATION"", ""local_context"": ""The docs say '30 days'."", ""start"": 14, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The docs say '30 days'."", ""per_support"": [{""matching_local_context"": [""The docs say 30 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The docs say 30 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 13, ""unit"": ""day"", ""value"": ""30""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
Q02,QUOTED_REPORTED,DURATION,QUOTED_VALUE,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 21, ""kind"": ""DURATION"", ""local_context"": ""The docs say '90 days'."", ""start"": 14, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.016, ""critical_value_count"": 1, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.048, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 21, ""kind"": ""DURATION"", ""local_context"": ""The docs say '90 days'."", ""start"": 14, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The docs say '90 days'."", ""per_support"": [{""matching_local_context"": [""The docs say 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The docs say 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 13, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
Q03,QUOTED_REPORTED,DURATION,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The user said '30 days', but the docs state 90 days."", ""start"": 15, ""unit"": ""day"", ""value"": ""30""}, {""end"": 51, ""kind"": ""DURATION"", ""local_context"": ""The user said '30 days', but the docs state 90 days."", ""start"": 44, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.031, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.117, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The user said '30 days', but the docs state 90 days."", ""start"": 15, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The user said '30 days', but the docs state 90 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The docs state 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 15, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 51, ""kind"": ""DURATION"", ""local_context"": ""The user said '30 days', but the docs state 90 days."", ""start"": 44, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The user said '30 days', but the docs state 90 days."", ""per_support"": [{""matching_local_context"": [""The docs state 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The docs state 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 15, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
Q04,QUOTED_REPORTED,DURATION,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""start"": 13, ""unit"": ""day"", ""value"": ""30""}, {""end"": 58, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""start"": 51, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.033, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.123, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""start"": 13, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The docs state 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 15, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 58, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""start"": 51, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The premise '30 days' is incorrect; the docs state 90 days."", ""per_support"": [{""matching_local_context"": [""The docs state 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 22, ""kind"": ""DURATION"", ""local_context"": ""The docs state 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 15, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
